,Tag,Codes,simSeconds,hostSeconds
229,LSSF_ls_49,"#include <stdio.h>

void swap(int* a, int* b) {
    int t = *a;
    *a = *b;
    *b = t;
}

void selection_sort(int array[], int size) {
    int i, j, min_index;

    for (i = 0; i < size - 1; i++) {
        min_index = i;

        for (j = i + 1; j < size; j++) {
            if (array[j] < array[min_index]) {
                min_index = j;
            }
        }
        swap(&array[min_index], &array[i]);
    }
}

int main() {
    int array[] = { 64, 34, 25, 12, 22, 11, 90 };
    int size = sizeof(array)/sizeof(array[0]);

    printf(""Original array: "");
    for (int i = 0; i < size; i++) {
        printf(""%d "", array[i]);
    }
    printf(""\n"");

    selection_sort(array, size);

    printf(""Sorted array: "");
    for (int i = 0; i < size; i++) {
        printf(""%d "", array[i]);
    }
    printf(""\n"");

    return 0;
}
",0.000392,0
230,LSSF_ls_50,"#include <stdio.h>

void swap(int* a, int* b) {
    int t = *a;
    *a = *b;
    *b = t;
}

void selection_sort(int array[], int size) {
    int i, j, min_index;

    for (i = 0; i < size - 1; i++) {
        min_index = i;

        for (j = i + 1; j < size; j++) {
            if (array[j] < array[min_index]) {
                min_index = j;
            }
        }
        swap(&array[min_index], &array[i]);
    }
}

int main() {
    int array[] = { 64, 34, 25, 12, 22, 11, 90, 32, 432, 1231, 432, 213,34, 23, 3,4234,234 ,234,234, 23, 23423, 432, 543, 3241, 231, 432, 543, 23423, 234234,654, 43234, 43243, 6545, 6564, 5433243, 65464, 432234, 6546, 765754, 75634, 543645, 765456, 45345265, 43342, 53453, 6534534, 42435456, 546345345, 234, 65345,65345, 53453, 53453, 345234, 453463, 53453423, 765754, 65436453, 65345645, 345345};
    int size = sizeof(array)/sizeof(array[0]);

    printf(""Original array: "");
    for (int i = 0; i < size; i++) {
        printf(""%d "", array[i]);
    }
    printf(""\n"");

    selection_sort(array, size);

    printf(""Sorted array: "");
    for (int i = 0; i < size; i++) {
        printf(""%d "", array[i]);
    }
    printf(""\n"");

    return 0;
}
",0.000587,0
231,LSSF_ls_51,"#include <stdio.h>
#include <stdlib.h>

#define SIZE 10000 // Size of the array

int main() {
    int *arr;
    int i;

    // Allocate memory for the array
    arr = (int *)malloc(SIZE * sizeof(int));

    // Initialize the array
    for (i = 0; i < SIZE; i++) {
        arr[i] = i;
    }

    // Print the array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    // Free memory allocated for the array
    free(arr);

    return 0;
}
",0.127297,0
232,LSSF_ls_52,"#include <stdio.h>
#include <stdlib.h>

#define SIZE 100000 // Size of the array

int main() {
    int *arr;
    int i;

    // Allocate memory for the array
    arr = (int *)malloc(SIZE * sizeof(int));

    // Initialize the array
    for (i = 0; i < SIZE; i++) {
        arr[i] = i;
    }

    // Print the array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    // Free memory allocated for the array
    free(arr);

    return 0;
}
",0.127297,0
233,LSSF_ls_53,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void bubble_sort(int arr[], int n) {
    int i, j;
    for (i = 0; i < n - 1; i++) {
        for (j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                // Swap elements
                int temp = arr[j];
                arr[j] = arr[j + 1];
                arr[j + 1] = temp;
            }
        }
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Bubble Sort
    bubble_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",3.267129,0
234,LSSF_ls_54,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 1000

void bubble_sort(int arr[], int n) {
    int i, j;
    for (i = 0; i < n - 1; i++) {
        for (j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                // Swap elements
                int temp = arr[j];
                arr[j] = arr[j + 1];
                arr[j + 1] = temp;
            }
        }
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Bubble Sort
    bubble_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.034114,0
235,LSSF_ls_55,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void bubble_sort(int arr[], int n) {
    int i, j;
    for (i = 0; i < n - 1; i++) {
        for (j = 0; j < n - i - 1; j++) {
            if (arr[j] > arr[j + 1]) {
                // Swap elements
                int temp = arr[j];
                arr[j] = arr[j + 1];
                arr[j + 1] = temp;
            }
        }
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Bubble Sort
    bubble_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.000847,0
236,LSSF_ls_56,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void insertion_sort(int arr[], int n) {
    int i, j, key;
    for (i = 1; i < n; i++) {
        key = arr[i];
        j = i - 1;

        // Move elements greater than key to one position ahead
        while (j >= 0 && arr[j] > key) {
            arr[j + 1] = arr[j];
            j = j - 1;
        }

        // Insert key at correct position
        arr[j + 1] = key;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Insertion Sort
    insertion_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.000641,0
237,LSSF_ls_57,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 1000

void insertion_sort(int arr[], int n) {
    int i, j, key;
    for (i = 1; i < n; i++) {
        key = arr[i];
        j = i - 1;

        // Move elements greater than key to one position ahead
        while (j >= 0 && arr[j] > key) {
            arr[j + 1] = arr[j];
            j = j - 1;
        }

        // Insert key at correct position
        arr[j + 1] = key;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Insertion Sort
    insertion_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.012941,0
238,LSSF_ls_58,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void insertion_sort(int arr[], int n) {
    int i, j, key;
    for (i = 1; i < n; i++) {
        key = arr[i];
        j = i - 1;

        // Move elements greater than key to one position ahead
        while (j >= 0 && arr[j] > key) {
            arr[j + 1] = arr[j];
            j = j - 1;
        }

        // Insert key at correct position
        arr[j + 1] = key;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Insertion Sort
    insertion_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.14228,0
239,LSSF_ls_59,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.000689,0
240,LSSF_ls_60,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 1000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.017807,0
241,LSSF_ls_61,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615299,0
242,LSSF_ls_62,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 1000

void merge(int arr[], int left, int mid, int right) {
    int i, j, k;
    int n1 = mid - left + 1;
    int n2 = right - mid;

    // Create temporary arrays
    int L[n1], R[n2];

    // Copy data to temporary arrays
    for (i = 0; i < n1; i++) {
        L[i] = arr[left + i];
    }
    for (j = 0; j < n2; j++) {
        R[j] = arr[mid + 1 + j];
    }

    // Merge the temporary arrays back into arr
    i = 0;
    j = 0;
    k = left;
    while (i < n1 && j < n2) {
        if (L[i] <= R[j]) {
            arr[k] = L[i];
            i++;
        } else {
            arr[k] = R[j];
            j++;
        }
        k++;
    }

    // Copy the remaining elements of L[]
    while (i < n1) {
        arr[k] = L[i];
        i++;
        k++;
    }

    // Copy the remaining elements of R[]
    while (j < n2) {
        arr[k] = R[j];
        j++;
        k++;
    }
}

void merge_sort(int arr[], int left, int right) {
    if (left < right) {
        int mid = left + (right - left) / 2;

        // Sort first and second halves
        merge_sort(arr, left, mid);
        merge_sort(arr, mid + 1, right);

        // Merge the sorted halves
        merge(arr, left, mid, right);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Merge Sort
    merge_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.002854,0
243,LSSF_ls_63,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void merge(int arr[], int left, int mid, int right) {
    int i, j, k;
    int n1 = mid - left + 1;
    int n2 = right - mid;

    // Create temporary arrays
    int L[n1], R[n2];

    // Copy data to temporary arrays
    for (i = 0; i < n1; i++) {
        L[i] = arr[left + i];
    }
    for (j = 0; j < n2; j++) {
        R[j] = arr[mid + 1 + j];
    }

    // Merge the temporary arrays back into arr
    i = 0;
    j = 0;
    k = left;
    while (i < n1 && j < n2) {
        if (L[i] <= R[j]) {
            arr[k] = L[i];
            i++;
        } else {
            arr[k] = R[j];
            j++;
        }
        k++;
    }

    // Copy the remaining elements of L[]
    while (i < n1) {
        arr[k] = L[i];
        i++;
        k++;
    }

    // Copy the remaining elements of R[]
    while (j < n2) {
        arr[k] = R[j];
        j++;
        k++;
    }
}

void merge_sort(int arr[], int left, int right) {
    if (left < right) {
        int mid = left + (right - left) / 2;

        // Sort first and second halves
        merge_sort(arr, left, mid);
        merge_sort(arr, mid + 1, right);

        // Merge the sorted halves
        merge(arr, left, mid, right);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Merge Sort
    merge_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.029283,0
244,LSSF_ls_64,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void merge(int arr[], int left, int mid, int right) {
    int i, j, k;
    int n1 = mid - left + 1;
    int n2 = right - mid;

    // Create temporary arrays
    int L[n1], R[n2];

    // Copy data to temporary arrays
    for (i = 0; i < n1; i++) {
        L[i] = arr[left + i];
    }
    for (j = 0; j < n2; j++) {
        R[j] = arr[mid + 1 + j];
    }

    // Merge the temporary arrays back into arr
    i = 0;
    j = 0;
    k = left;
    while (i < n1 && j < n2) {
        if (L[i] <= R[j]) {
            arr[k] = L[i];
            i++;
        } else {
            arr[k] = R[j];
            j++;
        }
        k++;
    }

    // Copy the remaining elements of L[]
    while (i < n1) {
        arr[k] = L[i];
        i++;
        k++;
    }

    // Copy the remaining elements of R[]
    while (j < n2) {
        arr[k] = R[j];
        j++;
        k++;
    }
}

void merge_sort(int arr[], int left, int right) {
    if (left < right) {
        int mid = left + (right - left) / 2;

        // Sort first and second halves
        merge_sort(arr, left, mid);
        merge_sort(arr, mid + 1, right);

        // Merge the sorted halves
        merge(arr, left, mid, right);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Merge Sort
    merge_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.029283,0
245,LSSF_ls_65,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 1000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.002624,0
246,LSSF_ls_66,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.022646,0
247,LSSF_ls_67,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 1000;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.342275,0
248,LSSF_ls_68,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void print_matrix(int matrix[][SIZE]) {
    int i, j;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
}

void multiply_matrices(int matrix1[][SIZE], int matrix2[][SIZE], int result[][SIZE]) {
    int i, j, k;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            result[i][j] = 0;
            for (k = 0; k < SIZE; k++) {
                result[i][j] += matrix1[i][k] * matrix2[k][j];
            }
        }
    }
}

int main() {
    int matrix1[SIZE][SIZE];
    int matrix2[SIZE][SIZE];
    int result[SIZE][SIZE];
    int i, j;

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            matrix1[i][j] = rand() % 10;
            matrix2[i][j] = rand() % 10;
        }
    }

    // Multiply matrices and print the result
    multiply_matrices(matrix1, matrix2, result);
    print_matrix(result);

    return 0;
}
",0.114704,0
249,LSSF_ls_69,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void print_matrix(int matrix[][SIZE]) {
    int i, j;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
}

void multiply_matrices(int matrix1[][SIZE], int matrix2[][SIZE], int result[][SIZE]) {
    int i, j, k;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            result[i][j] = 0;
            for (k = 0; k < SIZE; k++) {
                result[i][j] += matrix1[i][k] * matrix2[k][j];
            }
        }
    }
}

int main() {
    int matrix1[SIZE][SIZE];
    int matrix2[SIZE][SIZE];
    int result[SIZE][SIZE];
    int i, j;

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            matrix1[i][j] = rand() % 10;
            matrix2[i][j] = rand() % 10;
        }
    }

    // Multiply matrices and print the result
    multiply_matrices(matrix1, matrix2, result);
    print_matrix(result);

    return 0;
}
",0.114704,0
250,LSSF_ls_70,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 10;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 10;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.109723,0
251,LSSF_ls_71,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ARRAY_SIZE 1000

int main() {
    int i;
    int arr[ARRAY_SIZE];

    // Seed the random number generator
    srand(time(NULL));

    // Generate random values for the array
    for (i = 0; i < ARRAY_SIZE; i++) {
        arr[i] = rand() % 1000; // Generate values between 0 and 999
    }

    // Print the array
    printf(""Random Array:\n"");
    for (i = 0; i < ARRAY_SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.00165,0
252,LSSF_ls_72,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ARRAY_SIZE 10000

int main() {
    int i;
    int arr[ARRAY_SIZE];

    // Seed the random number generator
    srand(time(NULL));

    // Generate random values for the array
    for (i = 0; i < ARRAY_SIZE; i++) {
        arr[i] = rand() % 1000; // Generate values between 0 and 999
    }

    // Print the array
    printf(""Random Array:\n"");
    for (i = 0; i < ARRAY_SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.013739,0
253,LSSF_ls_73,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define DIM1 100
#define DIM2 100
#define DIM3 100

int main() {
    int i, j, k;
    int arr[DIM1][DIM2][DIM3];

    // Seed the random number generator
    srand(time(NULL));

    // Generate random values for the array
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                arr[i][j][k] = rand() % 1000; // Generate values between 0 and 999
            }
        }
    }

    // Print the array
    printf(""Random 3D Array:\n"");
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                printf(""%d "", arr[i][j][k]);
            }
            printf(""\n"");
        }
        printf(""\n"");
    }

    return 0;
}
",1.30425,0
254,LSSF_ls_74,"#include <stdio.h>

#define SIZE 100

int binarySearch(int arr[], int low, int high, int key) {
    if (high >= low) {
        int mid = low + (high - low) / 2;
        if (arr[mid] == key) {
            return mid;
        } else if (arr[mid] > key) {
            return binarySearch(arr, low, mid - 1, key);
        } else {
            return binarySearch(arr, mid + 1, high, key);
        }
    }
    return -1;
}

int main() {
    int arr[SIZE], i, key, index;

    // Initialize array with sorted values
    for (i = 0; i < SIZE; i++) {
        arr[i] = i * 2;
    }

    // Prompt user for key to search for
    key = 69;

    // Perform binary search on array
    index = binarySearch(arr, 0, SIZE - 1, key);

    // Print result of binary search
    if (index == -1) {
        printf(""Key not found in array.\n"");
    } else {
        printf(""Key found at index %d.\n"", index);
    }

    return 0;
}

",0.00037,0
255,LSSF_ls_75,"#include <stdio.h>

#define SIZE 1000

int binarySearch(int arr[], int low, int high, int key) {
    if (high >= low) {
        int mid = low + (high - low) / 2;
        if (arr[mid] == key) {
            return mid;
        } else if (arr[mid] > key) {
            return binarySearch(arr, low, mid - 1, key);
        } else {
            return binarySearch(arr, mid + 1, high, key);
        }
    }
    return -1;
}

int main() {
    int arr[SIZE], i, key, index;

    // Initialize array with sorted values
    for (i = 0; i < SIZE; i++) {
        arr[i] = i * 2;
    }

    // Prompt user for key to search for
    key = 69;

    // Perform binary search on array
    index = binarySearch(arr, 0, SIZE - 1, key);

    // Print result of binary search
    if (index == -1) {
        printf(""Key not found in array.\n"");
    } else {
        printf(""Key found at index %d.\n"", index);
    }

    return 0;
}

",0.00039,0
256,LSSF_ls_76,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 10000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615509,0
257,LSSF_ls_77,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 100000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615749,0
258,LSSF_ls_78,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 100;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615038,0
259,LSSF_ls_79,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define DIM1 100
#define DIM2 100
#define DIM3 100

int main() {
    int i, j, k;
    int arr[DIM1][DIM2][DIM3];

    // Seed the random number generator
    srand(time(NULL));

    // Generate random values for the array
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                arr[i][j][k] = rand() % 10000; // Generate values between 0 and 999
            }
        }
    }

    // Print the array
    printf(""Random 3D Array:\n"");
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                printf(""%d "", arr[i][j][k]);
            }
            printf(""\n"");
        }
        printf(""\n"");
    }

    return 0;
}
",1.320132,0
